customer_postalcode_city_id,customer_id,postalcode_city_id
168,CA-12310,132
169,KH-16690,133
170,HA-14920,13
171,BB-10990,134
172,AG-10495,15
173,SC-20725,43
174,JO-15280,31
175,TB-21520,56
176,AH-10195,135
177,NZ-18565,64
178,NZ-18565,65
179,NZ-18565,66
180,KL-16555,136
181,JD-15895,137
182,JH-15910,48
183,AS-10225,28
184,KB-16600,138
185,CR-12625,139
186,CR-12625,140
187,CR-12625,141
188,SH-20395,142
189,SH-20395,143
190,BP-11185,144
191,TS-21205,145
192,AG-10525,146
193,SP-20860,147
194,NM-18445,28
195,FA-14230,148
196,FA-14230,149
197,GK-14620,150
198,DJ-13510,151
199,PO-18850,147
200,JL-15850,91
201,DB-13615,90
202,AC-10420,46
203,KL-16645,152
204,CS-12130,153
205,CC-12550,46
206,TD-20995,154
207,AB-10060,38
208,JL-15505,62
209,HK-14890,60
210,VB-21745,155
211,VB-21745,156
212,VB-21745,157
213,KW-16435,38
214,JD-16060,13
215,MK-17905,158
216,GT-14755,159
217,AG-10900,160
218,MM-18280,161
219,MM-18280,162
220,AR-10405,163
221,AR-10405,164
222,AR-10405,165
223,RA-19915,18
224,AS-10285,13
225,LA-16780,138
226,DO-13435,166
227,DK-13225,15
228,NG-18430,132
229,MV-18190,38
230,JG-15115,167
231,JG-15115,168
232,BP-11095,169
233,BP-11095,170
234,VP-21730,171
235,SS-20140,172
236,HP-14815,39
237,HP-14815,40
238,HP-14815,41
239,AG-10675,94
240,LF-17185,173
241,SP-20650,174
242,SP-20650,175
243,RF-19840,28
244,KH-16510,133
245,KC-16675,87
246,CJ-12010,176
247,PB-19150,31
248,VB-21745,177
249,VB-21745,178
250,VB-21745,179
251,SP-20860,90
252,JE-15745,180
253,JE-15745,181
254,MP-17965,182
255,MP-17965,183
256,NF-18385,184
257,NF-18385,185
258,NF-18385,186
259,JM-15265,187
260,SD-20485,188
261,KH-16630,93
262,RB-19795,189
263,DB-13060,154
264,MK-18160,190
265,MK-18160,191
266,PO-19180,48
267,BB-11545,43
268,CV-12805,28
269,PK-19075,118
270,TB-21595,192
271,TB-21595,193
272,TB-21595,194
273,RB-19360,195
274,RB-19360,196
275,RB-19360,197
276,EB-13705,107
277,KH-16630,198
278,SC-20095,199
279,SC-20095,200
280,SC-20095,201
281,NF-18385,95
282,NF-18385,96
283,JH-15985,88
284,TN-21040,73
285,JS-15940,202
286,DS-13180,203
287,CC-12670,32
288,MH-17785,204
289,JP-15520,133
290,KH-16690,205
291,JE-15475,29
292,JE-15475,30
293,JG-15805,28
294,XP-21865,206
295,EM-14065,28
296,MT-18070,90
297,SA-20830,32
298,CW-11905,207
299,CW-11905,208
300,AJ-10960,209
301,AJ-10960,210
302,SS-20590,88
303,RO-19780,42
304,MD-17350,211
305,MD-17350,212
306,SC-20095,213
307,MY-17380,214
308,EB-13705,28
309,CM-12385,215
310,LS-17245,216
311,LF-17185,80
312,LF-17185,81
313,BN-11515,17
314,AD-10180,217
315,DB-13210,20
316,MC-17605,218
317,LH-17155,5
318,BD-11605,182
319,BD-11605,183
320,PH-18790,219
321,MG-18145,91
322,KB-16240,3
323,JC-15340,5
324,RL-19615,220
325,AA-10375,221
326,EP-13915,222
327,MP-17470,38
328,DK-12985,1
329,DK-12985,2
330,BD-11500,223
331,ES-14080,160
332,LM-17065,224
333,LM-17065,225
334,LM-17065,226
335,LM-17065,227
336,PG-18895,10
337,AS-10135,62
338,DK-13225,222
339,BD-11320,133
340,RC-19960,190
341,RC-19960,191
342,GT-14710,43
343,DK-13225,228
344,AJ-10945,174
345,AJ-10945,175
346,OT-18730,90
347,LP-17080,133
348,CA-12775,123
349,JF-15490,87
350,FP-14320,205
351,EB-13840,87
352,JF-15415,28
353,SF-20200,229
354,TG-21640,148
355,TG-21640,149
356,CS-11950,32
357,CC-12145,31
358,DV-13465,108
359,BD-11725,177
360,BD-11725,178
361,BD-11725,179
362,ZC-21910,230
363,ZC-21910,231
364,MS-17830,232
365,LR-16915,206
366,TP-21130,91
367,CK-12205,106
368,AS-10240,123
369,AR-10510,91
370,NB-18655,233
371,GD-14590,147
372,CK-12595,234
373,NG-18355,235
374,CA-12265,32
375,SF-20965,236
376,MO-17800,38
377,AT-10735,88
378,LC-17140,46
379,FM-14380,58
380,FM-14380,59
381,BD-11605,173
382,DJ-13420,237
383,ME-17725,58
384,ME-17725,59
385,RB-19465,238
386,JD-16150,55
387,JL-15835,239
388,SC-20305,240
389,TW-21025,241
390,CC-12430,192
391,CC-12430,193
392,CC-12430,194
393,BB-10990,242
394,AR-10825,243
395,SR-20740,28
396,AR-10405,62
397,CR-12730,64
398,CR-12730,65
399,CR-12730,66
400,EH-14125,244
401,EH-14125,245
402,CB-12025,246
403,CB-12025,247
404,SP-20545,235
405,RC-19825,248
406,RC-19825,249
407,TH-21235,250
408,RP-19390,251
409,MO-17800,222
410,TD-20995,161
411,TD-20995,162
412,RB-19570,192
413,RB-19570,193
414,RB-19570,194
415,CD-11980,252
416,DJ-13630,28
417,GT-14635,253
418,GT-14635,254
419,GT-14635,255
420,MC-17845,184
421,MC-17845,185
422,MC-17845,186
423,RA-19285,62
424,NP-18325,256
425,AB-10165,3
426,JO-15550,257
427,Dl-13600,251
428,AS-10285,9
429,JK-15370,148
430,JK-15370,149
431,BN-11470,258
432,DP-13165,62
433,TH-21550,62
434,AP-10915,259
435,RS-19765,260
436,Dl-13600,87
437,SV-20365,25
438,SV-20365,26
439,KC-16540,80
440,KC-16540,81
441,CK-12325,16
442,RD-19810,90
443,MP-17965,261
444,MR-17545,15
445,SC-20695,262
446,JF-15355,153
447,EG-13900,263
448,EG-13900,264
449,DS-13030,88
450,GZ-14470,133
451,PO-19195,21
452,SS-20875,109
453,MH-17785,265
454,PB-19105,266
455,RF-19735,267
456,YC-21895,133
457,MS-17830,3
458,NB-18655,190
459,NB-18655,191
460,DC-13285,268
461,CP-12340,38
462,BF-11020,223
463,AR-10510,31
464,JC-16105,215
465,LH-17020,64
466,LH-17020,65
467,LH-17020,66
468,CS-12250,269
469,AJ-10795,146
470,LE-16810,142
471,LE-16810,143
472,BV-11245,270
473,BV-11245,271
474,DL-12865,132
475,NZ-18565,133
476,BM-11785,64
477,BM-11785,65
478,BM-11785,66
479,EA-14035,49
480,EA-14035,50
481,EA-14035,51
482,EA-14035,52
483,CL-12565,272
484,CL-12565,273
485,CL-12565,274
486,LT-17110,272
487,LT-17110,273
488,LT-17110,274
489,SA-20830,275
490,SA-20830,276
491,SA-20830,277
492,JK-15730,278
493,ES-14020,133
494,RH-19495,53
495,RH-19495,54
496,DB-13120,209
497,DB-13120,210
498,CD-11920,279
499,HW-14935,265
500,HW-14935,28
501,MC-18130,97
502,MC-18130,98
503,GM-14440,46
504,RA-19915,108
505,AA-10375,280
506,ZC-21910,281
507,PJ-19015,282
508,BW-11110,283
509,DB-13210,15
510,CA-12775,15
511,TR-21325,137
512,PG-18820,133
513,GT-14710,125
514,JE-15745,284
515,JE-15745,285
516,JE-15745,286
517,JB-15400,123
518,LH-17020,252
519,JL-15175,119
520,JL-15175,120
521,JL-15175,121
522,JL-15175,122
523,EB-13705,10
524,BM-11650,62
525,EM-14095,3
526,AF-10885,248
527,AF-10885,249
528,GA-14725,287
529,CK-12760,288
530,DP-13105,289
531,VD-21670,184
532,VD-21670,185
533,VD-21670,186
534,GT-14710,62
535,BK-11260,62
536,SJ-20125,290
537,CM-12445,46
538,AJ-10795,190
539,AJ-10795,191
540,AJ-10780,34
541,AJ-10780,35
542,AJ-10780,36
543,AJ-10780,37
544,LS-16945,15
545,GP-14740,291
546,GP-14740,292
547,GP-14740,293
548,PK-18910,147
549,TB-21520,294
550,TB-21520,295
551,TB-21520,296
552,SM-20005,38
553,GA-14725,60
554,CC-12430,294
555,CC-12430,295
556,CC-12430,296
557,AG-10765,106
558,HP-14815,28
559,DK-13090,34
560,DK-13090,35
561,DK-13090,36
562,DK-13090,37
563,GZ-14470,13
564,PM-19135,118
565,LL-16840,209
566,LL-16840,210
567,JS-15595,90
568,OT-18730,265
569,EL-13735,297
570,EL-13735,298
571,EL-13735,299
572,EL-13735,300
573,CK-12760,46
574,JE-15475,188
575,TH-21550,118
576,PC-18745,46
577,HL-15040,18
578,MS-17365,118
579,GB-14530,195
580,GB-14530,196
581,GB-14530,197
582,JR-16210,224
583,JR-16210,225
584,JR-16210,226
585,JR-16210,227
586,TD-20995,301
587,DB-13060,222
588,LC-17140,5
589,PO-18865,38
590,BE-11335,39
591,BE-11335,40
592,BE-11335,41
593,SC-20050,302
594,BM-11650,283
595,KL-16555,93
596,RW-19630,109
597,RC-19825,303
598,SE-20110,38
599,AH-10075,235
600,JM-15535,147
601,JJ-15760,34
602,JJ-15760,35
603,JJ-15760,36
604,JJ-15760,37
605,AB-10165,304
606,RK-19300,15
607,CG-12040,106
608,RA-19885,305
609,RP-19270,306
610,KC-16255,133
611,RW-19630,307
612,JL-15850,87
613,CA-12775,221
614,RB-19795,106
615,KH-16360,147
616,GH-14665,308
617,SW-20275,184
618,SW-20275,185
619,SW-20275,186
620,JA-15970,73
621,DL-12925,309
622,DL-12925,310
623,LW-16990,133
624,TB-21190,211
625,TB-21190,212
626,CV-12805,133
627,MS-17365,311
628,BS-11800,235
629,DL-13315,91
630,PO-19195,235
631,TD-20995,56
632,BW-11110,261
633,RW-19690,174
634,RW-19690,175
635,KB-16600,192
636,KB-16600,193
637,KB-16600,194
638,EB-13870,62
639,TZ-21580,180
640,TZ-21580,181
641,AS-10630,127
642,AS-10630,128
643,TS-21340,20
644,JG-15805,195
645,JG-15805,196
646,JG-15805,197
647,SL-20155,190
648,SL-20155,191
649,TS-21610,28
650,RF-19735,86
651,MW-18235,312
652,RD-19585,1
653,RD-19585,2
654,FM-14290,243
655,RH-19495,28
656,RA-19945,313
657,JK-15730,314
658,JK-15730,315
659,MT-17815,85
660,PO-18850,316
661,PO-18850,317
662,PO-18850,318
663,AT-10735,222
664,VG-21790,126
665,PF-19165,319
666,JS-15880,9
667,MO-17800,3
668,KM-16225,235
669,GT-14710,320
670,PB-19150,91
671,HR-14770,90
672,DE-13255,224
673,DE-13255,225
674,DE-13255,226
675,DE-13255,227
676,LA-16780,145
677,AG-10390,132
678,EL-13735,321
679,JJ-15445,31
680,JH-15430,253
681,JH-15430,254
682,JH-15430,255
683,RD-19660,322
684,MO-17500,62
685,NS-18640,32
686,SN-20710,323
687,ZC-21910,324
688,LC-16885,13
689,DG-13300,91
690,NF-18595,38
691,BP-11185,126
692,MG-17650,147
693,JD-16060,18
694,TS-21160,304
695,BD-11620,46
696,CM-12160,325
697,RB-19795,147
698,SN-20560,205
699,EH-14005,108
700,FO-14305,62
701,MS-17710,221
702,CC-12100,192
703,CC-12100,193
704,CC-12100,194
705,DW-13540,87
706,BT-11395,118
707,KD-16270,326
708,LC-16870,270
709,LC-16870,271
710,CY-12745,327
711,LW-16990,328
712,LW-16990,329
713,NP-18325,265
714,BT-11485,330
715,PS-19045,60
716,NS-18640,17
717,PV-18985,46
718,RP-19390,20
719,NM-18520,306
720,EH-13945,20
721,RA-19915,331
722,DL-13495,133
723,CS-12355,332
724,HL-15040,333
725,PA-19060,334
726,PA-19060,335
727,PA-19060,336
728,BD-11605,34
729,BD-11605,35
730,BD-11605,36
731,BD-11605,37
732,GG-14650,337
733,JS-15940,91
734,LR-16915,338
735,FH-14275,339
736,FH-14275,340
737,AP-10915,90
738,NC-18340,341
739,CB-12535,342
740,KL-16555,343
741,PS-19045,344
742,GB-14530,31
743,AA-10315,55
744,LT-16765,345
745,AP-10720,62
746,PM-18940,39
747,PM-18940,40
748,PM-18940,41
749,KC-16540,88
750,DL-13315,62
751,SW-20275,346
752,AA-10375,205
753,LT-17110,71
754,LT-17110,72
755,DP-13105,62
756,AB-10060,294
757,AB-10060,295
758,AB-10060,296
759,AT-10435,31
760,JE-15745,347
761,CA-12055,43
762,DB-13060,139
763,DB-13060,140
764,DB-13060,141
765,RB-19570,314
766,RB-19570,315
767,HR-14830,9
768,BT-11530,3
769,NG-18355,348
770,ZC-21910,20
771,LS-16945,108
772,LH-16750,60
773,SW-20755,38
774,SP-20620,91
775,BF-11170,3
776,BM-11140,28
777,ZC-21910,90
778,KT-16480,349
779,BG-11695,132
780,PG-18820,350
781,GM-14680,87
782,MO-17800,28
783,PG-18820,38
784,EJ-14155,351
785,NP-18700,352
786,DJ-13630,38
787,IM-15070,283
788,MH-18115,257
789,RB-19795,60
790,JR-15700,190
791,JR-15700,191
792,SM-20950,353
793,CS-12355,354
794,CS-12355,355
795,CC-12220,339
796,CC-12220,340
797,PF-19225,46
798,JC-16105,90
799,BG-11695,180
800,BG-11695,181
801,DC-12850,356
802,DC-12850,357
803,DC-12850,358
804,SP-20545,48
805,MS-17710,10
806,BD-11770,43
807,KC-16255,359
808,TR-21325,360
809,SA-20830,190
810,SA-20830,191
811,KW-16435,153
812,GM-14500,361
813,AD-10180,62
814,TB-21355,38
815,CC-12430,46
816,PF-19165,265
817,JH-16180,362
818,EB-13975,363
819,EB-13975,364
820,EB-13975,365
821,QJ-19255,57
822,AA-10315,13
823,LC-17140,34
824,LC-17140,35
825,LC-17140,36
826,LC-17140,37
827,TC-21535,142
828,TC-21535,143
829,CS-12460,155
830,CS-12460,156
831,CS-12460,157
832,BM-11785,94
833,RC-19825,78
834,RC-19825,79
835,FM-14380,182
836,FM-14380,183
837,PK-19075,64
838,PK-19075,65
839,PK-19075,66
840,HG-14965,5
841,HA-14920,106
842,LW-16825,366
843,MC-17575,132
844,LP-17095,367
845,LP-17095,368
846,EB-14170,174
847,EB-14170,175
848,GZ-14545,182
849,GZ-14545,183
850,LE-16810,222
851,AD-10180,106
852,CP-12085,302
853,FG-14260,133
854,LD-17005,13
855,AB-10255,287
856,MN-17935,109
857,HP-14815,17
858,JR-15670,369
859,JF-15190,205
860,CM-12115,235
861,AS-10045,314
862,AS-10045,315
863,KB-16315,370
864,KB-16315,371
865,BN-11515,125
866,BP-11290,266
867,AS-10045,142
868,AS-10045,143
869,LW-16990,13
870,DC-12850,94
871,ND-18370,248
872,ND-18370,249
873,LB-16735,10
874,KT-16465,17
875,HM-14860,106
876,AB-10600,160
877,SZ-20035,372
878,JR-15670,136
879,MG-17890,330
880,KM-16720,238
881,CA-12265,373
882,VD-21670,374
883,JK-16120,244
884,JK-16120,245
885,PP-18955,375
886,PP-18955,376
887,YS-21880,253
888,YS-21880,254
889,YS-21880,255
890,CK-12760,244
891,CK-12760,245
892,NC-18340,62
893,KM-16375,377
894,KM-16375,378
895,GM-14455,64
896,GM-14455,65
897,GM-14455,66
898,SD-20485,147
899,KD-16270,28
900,AB-10105,73
901,SZ-20035,102
902,JD-15895,62
903,HA-14905,28
904,BT-11305,213
905,SV-20815,20
906,RW-19540,221
907,DK-12835,289
908,LT-17110,64
909,LT-17110,65
910,LT-17110,66
911,IM-15070,356
912,IM-15070,357
913,IM-15070,358
914,FP-14320,87
915,ST-20530,379
916,JE-15745,203
917,BD-11320,361
918,MM-17920,133
919,PW-19030,177
920,PW-19030,178
921,PW-19030,179
922,SC-20440,58
923,SC-20440,59
924,KL-16645,48
925,SD-20485,222
926,TS-21160,91
927,JB-15400,205
928,TS-21085,73
929,MC-17425,380
930,ME-17320,155
931,ME-17320,156
932,ME-17320,157
933,SC-20440,381
934,NH-18610,382
935,AA-10480,369
936,LC-17140,9
937,MB-18085,383
938,LC-16930,127
939,LC-16930,128
940,KD-16495,38
941,MB-17305,384
942,TH-21550,190
943,TH-21550,191
944,DK-12835,218
945,ON-18715,106
946,KN-16390,31
947,NM-18520,94
948,NP-18685,385
949,CG-12040,28
950,CS-12505,386
951,KD-16345,387
952,MK-18160,46
953,DW-13540,388
954,DW-13540,389
955,DW-13540,390
956,CP-12340,88
957,MS-17770,62
958,CM-12655,205
959,Co-12640,147
960,DL-13495,28
961,TS-21370,62
962,JW-15220,243
963,RF-19840,155
964,RF-19840,156
965,RF-19840,157
966,JD-15790,391
967,NK-18490,46
968,NG-18430,153
969,AT-10435,90
970,PC-19000,31
971,AR-10540,28
972,CS-12505,155
973,CS-12505,156
974,CS-12505,157
975,LS-16975,280
976,JM-15535,3
977,NH-18610,392
978,RA-19915,109
979,AI-10855,106
980,MC-17845,393
981,TB-21400,87
982,VW-21775,133
983,PL-18925,32
984,GH-14425,160
985,CJ-12010,394
986,MC-18130,395
987,MC-18130,396
988,BV-11245,324
989,JF-15490,397
990,EB-13840,62
991,MP-18175,398
992,JM-15655,399
993,CL-11890,400
994,CL-11890,401
995,CK-12205,64
996,CK-12205,65
997,CK-12205,66
998,DB-13270,206
999,PC-18745,402
1000,VB-21745,93
1001,EP-13915,235
1002,ME-17320,18
1003,IG-15085,206
1004,JS-15940,403
1005,BO-11425,177
1006,BO-11425,178
1007,BO-11425,179
1008,VW-21775,404
1009,AB-10150,354
1010,AB-10150,355
1011,JW-16075,15
1012,JE-15475,9
1013,EB-13750,9
1014,PK-18910,13
1015,CS-12400,88
1016,SG-20470,235
1017,CM-12190,91
1018,CL-12565,49
1019,CL-12565,50
1020,CL-12565,51
1021,CL-12565,52
1022,JO-15550,87
1023,AW-10840,405
1024,DV-13465,31
1025,AH-10075,215
1026,SC-20095,31
1027,MC-18100,406
1028,TT-21460,244
1029,TT-21460,245
1030,AP-10720,356
1031,AP-10720,357
1032,AP-10720,358
1033,DL-12865,235
1034,NP-18325,28
1035,VG-21805,312
1036,MY-18295,407
1037,RD-19480,319
1038,JF-15490,5
1039,DP-13390,169
1040,DP-13390,170
1041,MD-17350,64
1042,MD-17350,65
1043,MD-17350,66
1044,MY-17380,235
1045,AB-10150,408
1046,GB-14530,25
1047,GB-14530,26
1048,CA-12775,409
1049,CA-12775,410
1050,ME-17725,395
1051,ME-17725,396
1052,JO-15280,17
1053,ML-17395,205
1054,YS-21880,327
1055,PL-18925,147
1056,JK-16120,23
1057,PN-18775,235
1058,JC-15385,411
1059,JC-15385,412
1060,JG-15160,17
1061,PO-19180,235
1062,MC-17275,413
1063,MC-17275,414
1064,AS-10240,251
1065,CL-12565,251
1066,NW-18400,415
1067,TB-21280,320
1068,BS-11380,416
1069,FH-14365,88
1070,VM-21685,15
1071,SF-20200,147
1072,HH-15010,133
1073,CD-12280,87
1074,HL-15040,283
1075,TH-21100,90
1076,MM-18055,88
1077,QJ-19255,147
1078,NS-18505,233
1079,MM-17920,235
1080,RD-19480,18
1081,RB-19645,393
1082,RD-19585,417
1083,SW-20455,418
1084,SF-20965,20
1085,EB-13930,133
1086,SB-20290,91
1087,PS-18760,205
1088,CB-12535,133
1089,DK-12835,147
1090,AW-10840,15
1091,TS-21610,147
1092,HF-14995,419
1093,HZ-14950,64
1094,HZ-14950,65
1095,HZ-14950,66
1096,AB-10255,417
1097,PO-19195,420
1098,AG-10900,205
1099,SC-20725,88
1100,ND-18370,62
1101,CD-12790,126
1102,PG-18820,384
1103,IM-15070,106
1104,JK-15205,46
1105,JP-15520,43
1106,MM-18055,32
1107,DC-13285,133
1108,JL-15835,235
1109,BN-11515,235
1110,KD-16345,48
1111,JK-15370,147
1112,FM-14215,116
1113,FM-14215,117
1114,CA-12265,34
1115,CA-12265,35
1116,CA-12265,36
1117,CA-12265,37
1118,KD-16495,421
1119,KD-16495,422
1120,LH-17155,250
1121,AG-10675,314
1122,AG-10675,315
1123,DB-13120,46
1124,ED-13885,126
1125,MC-18100,15
1126,BM-11785,209
1127,BM-11785,210
1128,EM-14065,314
1129,EM-14065,315
1130,DA-13450,18
1131,MO-17800,93
1132,JW-15955,327
1133,VW-21775,46
1134,TT-21460,10
1135,SL-20155,18
1136,RM-19375,18
1137,MB-18085,147
1138,AG-10900,265
1139,ML-17755,418
1140,CC-12685,423
1141,SC-20770,250
1142,GG-14650,48
1143,MY-18295,424
1144,DP-13000,31
1145,BD-11770,235
1146,CB-12535,163
1147,CB-12535,164
1148,CB-12535,165
1149,JE-15610,283
1150,RP-19855,425
1151,RA-19915,235
1152,RP-19390,11
1153,TB-21175,20
1154,BE-11455,426
1155,MR-17545,28
1156,RM-19375,86
1157,JF-15565,250
1158,AS-10135,427
1159,AS-10135,428
1160,AS-10135,429
1161,JA-15970,91
1162,GK-14620,17
1163,PB-19210,430
1164,HK-14890,32
1165,FO-14305,344
1166,BT-11680,80
1167,BT-11680,81
1168,SP-20620,90
1169,LL-16840,87
1170,MC-17575,3
1171,JL-15235,48
1172,EA-14035,48
1173,SA-20830,431
1174,SA-20830,432
1175,CH-12070,433
1176,ND-18460,359
1177,BS-11755,251
1178,SL-20155,434
1179,GB-14530,328
1180,GB-14530,329
1181,AS-10045,153
1182,RM-19375,435
1183,NH-18610,332
1184,BF-10975,60
1185,KH-16330,436
1186,KH-16330,437
1187,FA-14230,93
1188,GW-14605,88
1189,DA-13450,320
1190,FH-14275,31
1191,RK-19300,438
1192,FM-14215,5
1193,AC-10420,20
1194,JB-15400,439
1195,JB-15400,440
1196,GM-14440,38
1197,RF-19840,93
1198,NC-18625,58
1199,NC-18625,59
1200,NG-18355,80
1201,NG-18355,81
1202,AH-10075,441
1203,AH-10075,442
1204,CH-12070,147
1205,CC-12145,9
1206,ME-18010,46
1207,BP-11230,443
1208,MP-17470,64
1209,MP-17470,65
1210,MP-17470,66
1211,CJ-12010,354
1212,CJ-12010,355
1213,JC-15775,93
1214,CK-12760,190
1215,CK-12760,191
1216,LF-17185,235
1217,CC-12430,147
1218,DL-12865,444
1219,PG-18895,46
1220,EH-14005,262
1221,TB-21520,445
1222,TB-21520,446
1223,TB-21520,447
1224,DK-13225,176
1225,JP-15520,448
1226,CD-11980,449
1227,AS-10090,450
1228,JO-15280,451
1229,AC-10450,55
1230,RA-19945,452
1231,Co-12640,453
1232,Co-12640,454
1233,Co-12640,455
1234,DW-13480,261
1235,DK-12835,456
1236,DK-12835,457
1237,DK-12835,458
1238,DK-12835,459
1239,MD-17860,419
1240,RP-19855,460
1241,RW-19540,205
1242,DB-13660,263
1243,DB-13660,264
1244,SC-20770,205
1245,FH-14275,20
1246,EH-13990,332
1247,AS-10630,350
1248,HA-14905,163
1249,HA-14905,164
1250,HA-14905,165
1251,CH-12070,118
1252,EH-13765,402
1253,MZ-17515,461
1254,SC-20230,246
1255,SC-20230,247
1256,NP-18325,206
1257,GM-14680,90
1258,RH-19495,108
1259,VM-21685,87
1260,CC-12670,85
1261,SV-20365,413
1262,SV-20365,414
1263,NP-18685,13
1264,JE-15715,462
1265,CP-12085,161
1266,CP-12085,162
1267,EA-14035,408
1268,AC-10615,38
1269,RW-19690,463
1270,RW-19690,464
1271,RW-19690,465
1272,RW-19690,466
1273,DB-13210,467
1274,BD-11320,430
1275,ML-17755,48
1276,JD-16015,32
1277,AS-10225,220
1278,AA-10375,230
1279,AA-10375,231
1280,KT-16465,384
1281,MM-18280,155
1282,MM-18280,156
1283,MM-18280,157
1284,NG-18430,468
1285,LW-16825,129
1286,CB-12415,64
1287,CB-12415,65
1288,CB-12415,66
1289,AS-10090,463
1290,AS-10090,464
1291,AS-10090,465
1292,AS-10090,466
1293,CB-12415,91
1294,ML-17755,456
1295,ML-17755,457
1296,ML-17755,458
1297,ML-17755,459
1298,JS-16030,94
1299,ND-18460,469
1300,LW-17215,78
1301,LW-17215,79
1302,JW-15955,248
1303,JW-15955,249
1304,SC-20050,470
1305,RW-19630,471
1306,RW-19630,472
1307,RW-19630,473
1308,RW-19630,474
1309,CM-12190,48
1310,JF-15190,475
1311,SC-20800,20
1312,AM-10705,476
1313,AM-10705,477
1314,AM-10705,478
1315,BK-11260,479
1316,RH-19510,361
1317,GM-14500,352
1318,MC-17275,9
1319,VM-21685,272
1320,VM-21685,273
1321,VM-21685,274
1322,GP-14740,480
1323,GB-14530,10
1324,CT-11995,53
1325,CT-11995,54
1326,CW-11905,481
1327,SN-20560,482
1328,SN-20560,483
1329,EB-13705,265
1330,JW-15220,484
1331,JW-15220,485
1332,JW-15220,486
1333,KB-16585,18
1334,MC-17590,487
1335,CK-12595,91
1336,RD-19480,334
1337,RD-19480,335
1338,RD-19480,336
1339,TP-21130,118
1340,GG-14650,17
1341,ZC-21910,392
1342,CC-12610,91
1343,KA-16525,488
1344,TC-20980,87
1345,DB-13270,129
1346,TR-21325,46
1347,BF-11080,424
1348,MS-17365,73
1349,CK-12595,205
1350,ED-13885,94
1351,IM-15070,38
1352,MY-17380,489
1353,MM-17260,69
